,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
Fall 04,PHIL 101 002, George Sher,54,1.80,2.45,1.86,1.98,1.82,2.08,2.29,2.18,1.69,2.27,2.57,2.61,2.38,2.43,51,51,51,51,50,50,51,50,51,51,51,51,50,51,50,51,
Fall 04,PHIL 103 001, Eric Margolis,26,1.77,2.42,2.08,2.65,2.58,1.96,2.58,2.31,1.71,2.50,2.58,2.38,2.65,3.46,26,26,26,26,26,26,26,26,24,26,26,26,26,26,26,25,
Fall 04,PHIL 104 001, Sherrilyn Roush,15,1.91,2.18,1.18,1.45,1.45,1.90,1.64,1.82,1.55,2.18,1.82,2.27,2.00,2.64,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,
Fall 04,PHIL 201 001, Donald Morrison,42,2.30,3.06,2.24,2.24,2.39,2.73,3.21,2.74,1.76,2.73,2.94,3.06,3.03,2.58,33,33,33,33,33,33,33,31,33,33,33,33,33,33,32,32,
Fall 04,PHIL 302 001, Mark Kulstad,12,1.50,1.75,1.38,1.13,1.13,1.13,1.63,1.38,1.25,1.75,1.63,1.63,1.63,3.38,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,PHIL 305 001, Richard Grandy,19,1.60,2.60,1.20,1.20,1.80,2.00,2.00,2.40,1.60,1.40,1.60,2.00,2.00,3.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,PHIL 307 001, Hanoch Sheinman,24,1.80,3.05,1.65,1.65,2.45,2.40,2.50,2.65,1.65,2.50,2.65,2.95,2.65,2.95,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
Fall 04,PHIL 332 001, Alastair Norcross,20,2.87,2.87,3.80,1.00,1.00,1.00,1.00,1.93,1.00,2.87,3.80,1.93,1.93,2.13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,PHIL 353 001, Eric Margolis,13,1.18,1.64,1.00,1.55,1.36,1.55,1.73,1.27,1.00,1.73,1.18,1.27,1.45,3.64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,10,
Fall 04,PHIL 502 001, Mark Kulstad,6,1.00,1.20,1.00,1.20,1.00,1.20,1.60,1.20,1.00,1.20,1.20,1.20,1.20,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,
Fall 04,PHIL 505 001, Richard Grandy,6,1.60,2.60,1.20,1.20,1.80,2.00,2.00,2.40,1.60,1.40,1.60,2.00,2.00,3.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,PHIL 508 001, Steven Crowell,9,1.00,1.44,1.33,1.22,1.11,1.44,1.00,1.33,1.00,1.25,1.22,1.11,1.22,3.88,9,9,9,9,9,9,9,9,9,8,9,9,9,8,6,8,
Fall 04,PHIL 513 001, Sherrilyn Roush,4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,
Fall 04,PHIL 524 001, H Engelhardt,10,1.30,1.50,1.00,1.30,1.30,1.40,1.20,1.30,1.00,1.90,2.00,1.60,1.30,3.80,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,
Fall 04,PHIL 590 001, George Sher,9,1.22,1.44,1.78,1.22,1.56,1.44,1.22,1.22,1.11,1.22,1.33,1.22,1.22,3.33,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,
Fall 04,PHYS 101 001, Leonard Suess,159,1.35,1.65,1.67,1.25,1.54,1.86,2.16,1.48,1.55,1.85,2.47,2.01,2.30,3.96,92,91,92,92,92,91,92,92,91,92,91,92,92,91,92,90,
Fall 04,PHYS 101 001, F Dunning,159,1.40,2.95,1.85,2.51,2.17,2.94,3.06,2.82,1.88,1.92,2.77,2.18,2.72,3.87,109,109,108,107,109,108,109,109,108,109,109,109,109,109,109,108,
Fall 04,PHYS 111 001, James Hannon,51,1.25,1.94,1.19,1.47,1.61,2.03,2.11,1.81,1.61,1.53,2.00,1.72,1.67,3.81,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
Fall 04,PHYS 125 001, Sujeev Wickramasekara,155,1.74,2.67,1.62,1.57,1.77,2.18,2.75,2.25,1.66,2.39,2.72,2.07,2.48,4.27,120,120,118,120,120,119,120,120,118,120,120,118,120,120,119,119,
Fall 04,PHYS 141 001, Billy Bonner,3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,PHYS 201 001, Brian Padley,54,2.20,3.35,1.95,2.38,2.20,3.15,3.03,2.95,2.10,2.73,2.63,2.63,2.95,3.33,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,38,
Fall 04,PHYS 201 001, Jabus Roberts,54,2.20,3.35,1.95,2.38,2.20,3.15,3.03,2.95,2.13,2.73,2.63,2.63,2.95,3.33,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,38,
Fall 04,PHYS 301 001, Huey Huang,28,2.00,3.04,1.96,3.40,2.56,2.75,2.76,2.96,2.24,2.36,2.16,1.68,2.64,4.08,25,25,25,25,25,24,25,25,25,25,25,25,25,25,24,24,
Fall 04,PHYS 311 001, Randall Hulet,24,1.67,2.44,1.50,2.39,2.17,2.50,2.61,2.44,1.78,2.00,2.56,1.94,2.28,4.11,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
Fall 04,PHYS 411 001, Marjorie Corcoran,7,2.75,3.25,2.50,1.75,2.25,3.00,3.00,3.00,2.75,3.50,2.75,3.25,3.25,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,PHYS 425 001, Qimiao Si,21,1.92,2.69,2.08,2.15,2.15,2.77,2.85,2.54,2.00,2.31,2.62,2.62,2.62,3.62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,PHYS 443 001, Arthur Few,2,1.75,2.00,1.25,2.25,2.00,2.75,2.75,2.25,2.75,2.25,2.75,2.50,2.25,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,PHYS 480 001, Paul Cloutier,7,1.57,1.43,1.43,1.57,1.14,1.71,1.14,1.14,1.14,1.43,1.86,1.71,1.43,2.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,PHYS 515 001, Ian Duck,13,3.82,3.45,2.64,1.91,2.18,2.00,2.91,3.45,2.36,4.27,3.10,4.09,3.64,1.45,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,
Fall 04,PHYS 516 001, Thomas Hill,18,2.53,3.53,2.40,2.93,3.27,3.27,3.67,3.60,3.00,2.40,2.67,2.53,3.07,3.00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,
Fall 04,PHYS 519 001, Anthony Chan,6,1.67,1.83,1.67,1.50,1.83,1.83,2.50,1.83,1.67,1.50,2.17,1.83,2.17,3.17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,PHYS 521 001, Hannu Miettinen,30,1.68,2.37,1.53,2.21,2.05,2.44,2.26,2.05,1.53,1.68,2.44,1.74,2.21,3.88,19,19,19,19,19,18,19,19,19,19,18,19,19,17,19,18,
Fall 04,PHYS 533 001, Douglas Natelson,23,1.55,1.86,1.82,1.86,1.59,2.09,2.09,1.86,1.45,1.86,2.18,2.00,2.05,3.23,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,
Fall 04,PHYS 535 001, Peter Loos,0,1.83,2.17,1.83,1.17,1.67,2.00,1.67,2.00,1.83,1.83,2.00,1.67,2.00,3.50,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,PHYS 537 001, Jason Hafner,4,2.00,2.67,1.33,1.33,1.67,1.67,1.67,2.33,2.33,2.67,2.00,1.67,2.33,3.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,PHYS 537 001, Tom Killian,4,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.67,1.67,1.33,1.67,3.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,PHYS 541 001, Patrick Hartigan,7,1.71,1.86,1.57,1.71,2.00,2.43,2.43,2.00,1.71,1.57,2.14,2.00,2.14,3.43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,PHYS 542 001, Marjorie Corcoran,4,1.50,1.50,2.00,1.00,2.50,3.00,1.75,1.50,1.50,2.25,2.50,2.25,1.50,3.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,PHYS 563 001, Junichiro Kono,14,1.42,1.67,3.25,1.92,1.92,2.33,2.08,1.67,1.25,1.58,2.33,1.83,1.83,3.50,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,PHYS 568 001, Qimiao Si,3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.33,1.00,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,PHYS 572 001, Han Pu,3,1.00,2.50,1.00,2.00,1.50,3.00,2.50,2.00,1.00,2.00,2.50,2.50,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,PHYS 663 001, Peter Nordlander,7,1.29,1.57,1.29,1.14,1.57,1.14,1.29,1.43,1.29,1.57,1.43,1.71,1.43,3.00,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,
Fall 04,POLI 210 001, Paul Brace,75,1.78,2.38,1.77,2.34,2.22,3.03,2.69,2.19,1.64,2.56,3.00,3.31,2.49,2.42,64,64,64,64,64,64,64,64,64,63,63,62,63,64,64,64,
Fall 04,POLI 211 001, Brett Leeds,70,1.58,1.98,1.62,1.98,1.98,2.49,2.67,2.10,1.76,1.82,2.32,2.73,2.24,2.96,50,50,50,50,50,49,49,49,49,50,50,49,50,50,50,50,
Fall 04,POLI 212 001, John Ambler,71,1.26,1.74,1.37,1.45,1.55,1.81,1.62,1.43,1.17,1.62,1.83,1.87,1.57,3.34,53,53,52,53,53,53,53,53,53,53,53,53,53,53,52,53,
Fall 04,POLI 321 001, Gilbert Cuthbertson,64,1.14,1.57,1.24,1.89,1.57,1.84,1.70,1.46,1.05,1.73,1.73,2.00,1.35,2.35,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,
Fall 04,POLI 330 001, Regina Branton,28,1.73,1.54,1.42,1.12,1.08,1.38,1.35,1.42,1.24,1.54,1.50,1.65,1.38,3.12,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,24,
Fall 04,POLI 332 001, Melissa Marschall,17,1.88,2.76,1.65,1.59,1.88,2.29,2.53,2.75,2.35,2.41,2.00,2.29,2.76,3.47,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,
Fall 04,POLI 337 001, Donald Ostdiek,53,2.28,2.13,2.82,1.38,1.38,1.15,1.77,1.95,1.51,2.51,1.95,1.95,1.82,2.90,39,39,38,39,39,39,39,39,39,39,39,37,38,39,39,38,
Fall 04,POLI 339 001, Robert Black,30,1.78,2.48,1.91,2.43,2.39,3.30,2.00,2.13,1.26,3.04,3.87,3.48,2.39,2.78,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
Fall 04,POLI 378 001, Richard Stoll,57,1.60,2.13,1.80,1.83,1.85,2.20,1.78,1.75,1.35,2.43,2.35,2.50,1.78,3.05,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,
Fall 04,POLI 395 001, John Alford,73,1.57,1.55,2.20,1.37,1.33,1.67,1.78,1.47,1.44,1.86,1.64,2.02,1.56,2.14,51,51,51,51,51,51,51,51,50,50,50,50,50,51,51,51,
Fall 04,POLI 438 001, Regina Branton,11,1.73,1.82,1.55,1.91,1.36,1.55,1.73,1.91,1.64,2.00,2.00,2.00,2.00,3.64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,
Fall 04,POLI 457 001, Mark Jones,11,1.45,1.73,1.55,1.36,1.64,1.73,2.00,1.64,1.45,2.00,2.27,2.09,2.00,3.73,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,
Fall 04,POLI 475 001, Brett Leeds,14,1.42,2.00,1.58,1.83,1.92,1.83,2.33,2.00,1.67,1.83,2.00,1.67,2.00,4.75,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,POLI 480 001, John Alford,17,1.19,1.25,1.44,1.06,1.06,1.06,1.13,1.06,1.06,1.31,1.27,1.38,1.13,3.25,16,16,16,16,16,16,16,16,16,16,15,16,15,16,16,16,
Fall 04,POLI 500 001, Keith Hamm,11,2.00,2.10,2.30,1.50,1.40,1.50,1.50,1.40,1.11,2.80,2.20,1.50,1.60,4.00,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,9,
Fall 04,POLI 500 001, Randolph Stevenson,11,2.00,2.10,2.30,1.50,1.40,1.50,1.50,1.40,1.11,2.80,2.20,1.50,1.60,4.00,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,9,
Fall 04,POLI 511 001, Randolph Stevenson,5,1.00,1.25,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,POLI 579 001, William Reed,7,2.00,2.33,1.83,1.67,1.50,2.00,2.00,2.00,2.00,1.83,2.00,1.67,2.00,3.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,
Fall 04,PORT 101 001, Suzana Bloem,14,1.08,1.58,1.17,1.17,1.25,1.75,1.33,1.33,1.17,1.75,1.67,1.58,1.42,3.17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,PORT 201 001, Suzana Bloem,5,1.50,1.50,1.75,1.50,1.25,2.25,2.25,1.50,1.25,1.75,1.75,2.25,1.75,2.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,PSYC 101 001, David Schneider,122,1.63,2.20,1.72,1.88,1.95,2.63,2.36,2.19,1.70,2.27,2.70,2.56,2.33,3.51,64,64,64,64,64,64,64,64,64,63,64,64,63,63,61,63,
Fall 04,PSYC 101 002, Rachel Winer,53,1.82,2.82,1.64,1.43,1.82,2.36,2.30,2.41,1.93,1.95,2.36,2.64,2.47,2.93,44,44,44,44,44,44,44,44,44,43,44,44,43,44,44,44,
Fall 04,PSYC 102 001, Michael Fleetwood,14,1.62,2.00,2.23,1.46,1.54,1.54,1.85,1.92,1.62,2.00,2.00,2.46,1.83,1.62,13,13,13,13,13,13,13,13,13,13,12,13,12,13,13,13,
Fall 04,PSYC 202 001, Daniel Beal,82,1.93,2.41,2.38,2.60,2.39,2.93,2.61,2.64,2.30,2.31,3.24,3.09,2.75,3.04,56,56,56,55,56,56,56,56,56,55,55,55,55,56,55,56,
Fall 04,PSYC 203 001, Tony Ro,60,1.71,2.51,1.84,2.22,2.18,2.94,3.00,2.71,2.10,2.08,2.92,2.86,2.73,3.31,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,
Fall 04,PSYC 231 001, Ann Huffman,41,2.57,2.70,2.26,2.39,2.35,2.91,3.43,2.83,2.74,2.65,2.83,3.41,3.04,2.65,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,
Fall 04,PSYC 308 001, Michael Watkins,37,1.35,2.48,1.61,1.74,2.03,2.23,2.26,2.10,1.16,1.74,2.29,2.26,2.26,3.65,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
Fall 04,PSYC 330 001, Margaret Beier,31,2.05,2.86,1.86,1.77,2.00,2.82,2.86,2.32,2.59,2.41,2.68,3.27,2.64,2.86,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,
Fall 04,PSYC 339 001, James Dannemiller,23,1.35,2.12,1.47,1.65,1.59,3.12,3.06,2.06,1.71,1.88,2.71,2.65,2.47,2.76,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,
Fall 04,PSYC 340 002, Eliza Burgund,18,1.86,2.27,1.53,1.53,1.80,1.87,2.20,2.00,1.80,1.80,2.53,2.47,2.20,3.13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,PSYC 362 001, Geoffrey Potts,49,1.81,2.65,2.00,2.78,2.78,3.05,2.81,2.62,1.86,2.22,3.00,2.86,2.83,3.25,37,37,37,36,37,37,37,37,37,37,36,35,36,36,36,35,
Fall 04,PSYC 370 001, Michael Byrne,15,1.60,1.73,2.60,1.47,1.40,1.27,1.47,1.53,1.43,1.67,2.00,1.93,1.50,2.40,15,15,15,15,15,15,15,15,14,15,15,15,14,15,14,15,
Fall 04,PSYC 409 001, David Lane,11,2.57,3.43,1.86,1.71,1.86,2.86,3.43,3.00,1.86,4.00,2.71,3.57,3.00,2.29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,PSYC 431 001, Ann Huffman,1,2.00,2.25,1.00,1.00,1.00,1.00,1.75,1.75,1.75,2.00,1.75,1.75,1.50,3.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,PSYC 480 001, Eliza Burgund,1,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,PSYC 480 002, Roberta Diddel,13,1.69,1.69,2.08,1.77,1.54,1.31,1.62,1.62,1.23,1.85,1.85,1.77,1.92,3.15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,
Fall 04,PSYC 485 001, Eliza Burgund,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,PSYC 485 0010, Randi Martin,1,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,4.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,PSYC 502 001, Michael Byrne,6,1.00,1.83,1.17,1.33,1.50,1.67,2.00,1.67,1.67,1.33,1.50,1.50,1.33,4.00,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,
Fall 04,PSYC 530 001, Ann Huffman,3,2.00,2.25,1.00,1.00,1.00,1.00,1.75,1.75,1.75,2.00,1.75,1.75,1.50,3.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,PSYC 550 001, David Schneider,7,1.50,1.50,1.17,1.00,1.17,1.00,1.50,1.17,1.00,1.33,1.50,1.33,1.33,3.33,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,PSYC 560 001, Michael Watkins,7,1.71,1.43,1.29,1.14,1.00,1.14,1.29,1.29,1.71,1.57,1.33,1.14,1.29,2.14,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,
Fall 04,PSYC 580 001, Eliza Burgund,5,1.40,1.60,1.00,1.00,1.00,1.60,1.60,1.60,2.20,1.20,2.00,1.80,1.60,2.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,PSYC 582 001, James Dannemiller,3,1.33,1.67,1.33,1.33,1.00,2.00,1.33,1.67,1.67,1.67,2.00,1.33,1.67,3.00,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,
Fall 04,PSYC 602 001, Daniel Beal,9,2.29,1.86,1.71,1.29,1.29,1.14,1.14,1.57,1.29,2.29,2.00,1.43,2.00,3.43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,PSYC 640 001, David Lane,2,2.00,2.00,2.00,1.50,1.50,1.50,2.00,2.50,1.50,2.00,1.50,2.00,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,RELI 111 001, Elias Bongmba,25,2.05,3.05,2.47,1.74,1.95,2.42,3.00,2.89,2.05,2.95,3.47,3.32,3.32,3.60,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,
Fall 04,RELI 207 001, Gregory Kaplan,17,1.85,1.85,2.38,1.23,1.46,1.54,1.62,1.62,1.54,2.38,1.92,2.00,1.92,2.92,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,
Fall 04,RELI 223 001, David Cook,9,1.44,2.22,1.33,2.00,2.78,2.56,2.33,2.67,1.44,2.11,2.33,2.44,2.00,2.89,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,RELI 235 001, David Gray,11,1.50,2.07,1.21,1.07,1.29,1.86,1.86,1.64,1.36,1.93,2.07,2.43,1.86,2.93,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,RELI 262 001, William Parsons,13,1.20,1.33,1.67,1.27,1.33,1.27,1.40,1.33,1.20,1.33,1.60,1.53,1.40,3.20,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,RELI 286 001, John Stroup,6,1.56,1.56,2.33,1.56,1.89,1.67,1.44,1.44,1.22,1.78,1.89,1.56,1.44,2.67,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,RELI 301 001, John Stroup,6,2.17,3.17,1.83,1.67,1.83,1.67,1.83,2.67,1.83,4.33,3.50,3.50,3.00,2.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,
Fall 04,RELI 309 001, Werner Kelber,20,1.06,1.38,2.25,1.25,1.25,1.25,1.25,1.19,1.06,1.25,1.50,1.31,1.31,3.44,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,RELI 352 001, David Cook,8,1.00,1.44,1.33,1.11,1.22,1.44,1.22,1.11,1.00,1.56,1.89,1.67,1.11,3.44,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,RELI 371 001, Gregory Kaplan,6,2.13,2.25,2.25,1.25,1.13,1.13,1.75,1.75,1.38,2.38,2.38,1.88,1.75,3.00,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,
Fall 04,RELI 401 0011, Jeffrey Kripal,2,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,RELI 403 001, David Gray,2,1.50,1.50,1.50,1.00,1.50,1.50,1.50,1.50,2.00,2.50,2.00,1.50,2.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,RELI 426 001, Elias Bongmba,3,1.50,2.50,1.00,1.00,1.00,1.00,1.00,2.00,1.50,2.50,1.00,1.50,1.00,2.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,RELI 470 001, Anne Klein,2,2.20,2.20,2.60,2.00,1.40,1.80,1.80,1.80,1.40,3.20,2.80,2.00,2.20,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,RELI 480 001, Jeffrey Kripal,16,1.29,1.67,1.33,1.25,1.46,1.42,1.42,1.42,1.08,1.92,2.67,1.88,1.63,3.25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,
Fall 04,RELI 480 001, William Parsons,16,1.63,1.83,1.46,1.33,1.75,1.54,1.63,1.63,1.38,1.83,2.33,1.88,1.63,3.25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
Fall 04,RELI 503 001, David Gray,3,1.50,2.07,1.21,1.07,1.29,1.86,1.86,1.64,1.36,1.93,2.07,2.43,1.86,2.93,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,RELI 515 001, John Stroup,2,2.17,3.17,1.83,1.67,1.83,1.67,1.83,2.67,1.83,4.33,3.50,3.50,3.00,2.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,RELI 522 001, David Cook,2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,RELI 523 002, David Cook,3,1.00,1.00,1.00,1.33,1.33,1.67,1.33,1.00,1.00,1.33,1.33,1.00,1.33,4.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,RELI 530 001, David Gray,2,2.00,2.00,1.50,1.00,1.50,2.00,2.00,2.00,2.00,2.50,2.00,2.00,2.50,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,RELI 538 001, Elias Bongmba,2,1.33,1.33,1.33,1.00,1.33,1.00,1.33,1.33,1.33,1.33,1.33,1.33,1.33,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,RELI 561 001, Gregory Kaplan,2,2.13,2.25,2.25,1.25,1.13,1.13,1.75,1.75,1.38,2.38,2.38,1.88,1.75,3.00,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,
Fall 04,RELI 570 001, Anne Klein,4,2.20,2.20,2.60,2.00,1.40,1.80,1.80,1.80,1.40,3.20,2.80,2.00,2.20,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,RELI 580 001, Jeffrey Kripal,8,1.29,1.67,1.33,1.25,1.46,1.42,1.42,1.42,1.08,1.92,2.67,1.88,1.63,3.25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
Fall 04,RELI 580 001, William Parsons,8,1.63,1.83,1.46,1.33,1.75,1.54,1.63,1.63,1.38,1.83,2.33,1.88,1.63,3.25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
Fall 04,RELI 582 001, William Parsons,5,1.20,1.33,1.67,1.27,1.33,1.27,1.40,1.33,1.20,1.33,1.60,1.53,1.40,3.20,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,RICH 333 001, Michael Winters,82,2.26,3.34,2.26,2.55,2.50,3.23,3.35,3.21,2.67,2.95,3.35,3.63,3.38,2.52,62,62,62,62,62,62,62,62,61,62,62,60,61,62,62,62,
Fall 04,RUSS 101 001, Jonathan Ludwig,22,1.39,1.67,1.22,1.22,1.50,1.94,1.39,1.44,1.28,1.50,1.50,1.72,1.44,3.00,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
Fall 04,RUSS 201 001, Jonathan Ludwig,8,1.00,1.57,1.14,1.29,1.14,1.71,2.00,1.29,1.43,1.29,1.57,1.57,1.29,2.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,RUSS 301 001, Jonathan Ludwig,4,1.50,1.75,1.00,1.25,2.25,1.75,1.25,1.25,1.25,2.00,1.75,1.75,1.75,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,RUSS 351 001, Ewa Thompson,8,1.80,2.20,1.70,2.00,2.00,2.40,2.20,1.90,1.60,2.30,2.10,2.30,2.00,3.60,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,RUSS 352 001, Ewa Thompson,12,1.44,1.88,1.38,1.94,1.69,2.13,1.31,1.44,1.06,1.94,2.13,1.81,1.63,3.94,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,SANS 301 001, E Mitchell,9,1.00,1.00,1.33,1.00,1.11,1.11,1.00,1.00,1.00,1.56,1.13,1.00,1.00,3.44,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,
